task_id,split,family,protocol,spec_id,expected_action,input_smiles,has_witness,has_proof,num_hard_constraints,num_soft_preferences,budget,corpus_source,invariance_group_id,boundary_case_type
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00008,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,NC(=O)c1cc(C(N)=O)c(N)cn1,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00009,train,repair_near_miss,L2,spec_v2_alert_soft_train,ACCEPT,NCC(=O)NCCO,True,False,2,3,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00010,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,NCNC(=O)CF,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00011,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,CC(Cl)CF,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00012,train,repair_near_miss,L2,spec_v2_alert_soft_train,ACCEPT,CN(CN)CCN,True,False,2,3,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00013,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,NC(=O)c1ccc(C(N)=O)c(C(N)=O)c1,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00014,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,NCCN(CCN)CCO,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00015,train,repair_near_miss,L2,spec_v2_alert_soft_train,ACCEPT,CC(=O)NC(CN)CN,True,False,2,3,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00016,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,CC(N)CNC(=O)CN,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00017,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,Fc1ccccc1,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00018,train,repair_near_miss,L2,spec_v2_alert_soft_train,ACCEPT,NC(=O)c1ccnc(N)c1C(N)=O,True,False,2,3,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00019,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,NCCOC(=O)CN,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_soft_train__00020,train,repair_near_miss,L3,spec_v2_alert_soft_train,ACCEPT,CC(CN)NC(=O)CN,True,False,2,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00001,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)NC(C)N,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00002,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Nc1c(N)cccc1N,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00003,dev,repair_near_miss,L2,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Nc1ccc(C(N)=O)cc1N,True,False,5,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00004,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Nc1cccc(C(N)=O)c1N,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00005,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1c(Cl)cccc1C(N)=O,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00006,dev,repair_near_miss,L2,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1cc(C(N)=O)ccc1N,True,False,5,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00007,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1cc(F)ccc1N,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00008,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1ccc(C(N)=O)cc1,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00009,dev,repair_near_miss,L2,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1ccc(Cl)cc1N,True,False,5,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00010,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1ccc(N)c(N)c1,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00011,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1cccc(Cl)c1F,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00012,dev,repair_near_miss,L2,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Oc1ccccc1C(N)=O,True,False,5,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00013,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(C)O,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00014,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(CCl)CCN,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00015,dev,repair_near_miss,L2,spec_v2_alert_strict_dev,ACCEPT,CC(CN)NCCO,True,False,5,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00016,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(Cl)C(=O)Oc1ccccc1,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00017,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(Cl)Oc1ccccn1,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00018,dev,repair_near_miss,L2,spec_v2_alert_strict_dev,ACCEPT,CC(N)CNC(=O)CN,True,False,5,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00019,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CC(O)CNC(=O)OCCCl,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_alert_strict_dev__00020,dev,repair_near_miss,L3,spec_v2_alert_strict_dev,ACCEPT,CCCC(O)CCl,True,False,5,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00001,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,CC(=O)NC(CN)CO,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00002,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,CC(N)C(=O)NCCN,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00003,dev,repair_near_miss,L2,spec_v2_amide_friendly_dev,ACCEPT,CCCCCCCCCF,True,False,2,2,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00004,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,CCOC(=O)C(C)N,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00005,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,Fc1cc(F)cc(Cl)c1,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00006,dev,repair_near_miss,L2,spec_v2_amide_friendly_dev,ACCEPT,Fc1cccc(F)c1Cl,True,False,2,2,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00007,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,NC(=O)c1ccc(C(N)=O)c(C(N)=O)c1,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00008,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,NCCOC(=O)NCN,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00009,dev,repair_near_miss,L2,spec_v2_amide_friendly_dev,ACCEPT,CC(C)OC(=O)CN,True,False,2,2,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00010,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,CCCCCCCCCCCF,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00011,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,CCN(CC)CCN,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00012,dev,repair_near_miss,L2,spec_v2_amide_friendly_dev,ACCEPT,Clc1ccccc1Cl,True,False,2,2,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00013,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,Fc1ccc(F)nc1,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00014,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,NC(=O)c1cc(C(N)=O)c(N)cn1,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00015,dev,repair_near_miss,L2,spec_v2_amide_friendly_dev,ACCEPT,NCCN(CCN)CCO,True,False,2,2,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00016,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,CC(=O)OC(C)CN,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00017,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,CC(O)CNC(=O)CN,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00018,dev,repair_near_miss,L2,spec_v2_amide_friendly_dev,ACCEPT,CCCCCCCO,True,False,2,2,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00019,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,Clc1ccc(Cl)c(Cl)c1,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_amide_friendly_dev__00020,dev,repair_near_miss,L3,spec_v2_amide_friendly_dev,ACCEPT,Fc1ccc(Cl)cc1Cl,True,False,2,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00001,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(CN)NC(=O)CN,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00002,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(O)CNCCN,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00003,test,repair_near_miss,L2,spec_v2_aromatic_pref_test,ACCEPT,Fc1ccncc1,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00004,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,NC(=O)c1cncc(N)c1C(N)=O,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00005,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,NCCOC(=O)NCCO,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00006,test,repair_near_miss,L2,spec_v2_aromatic_pref_test,ACCEPT,CC(CO)NC(=O)CN,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00007,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,CCNC(CN)CO,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00008,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,NC(=O)c1cc(C(N)=O)cc(C(N)=O)c1,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00009,test,repair_near_miss,L2,spec_v2_aromatic_pref_test,ACCEPT,NCC(=O)NCF,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00010,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,NCNC(=O)CN,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00011,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(F)CCl,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00012,test,repair_near_miss,L2,spec_v2_aromatic_pref_test,ACCEPT,CN(CN)CCN,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00013,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,NC(=O)c1ccc(C(N)=O)c(C(N)=O)c1,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00014,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,NCCN(CCN)CCO,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00015,test,repair_near_miss,L2,spec_v2_aromatic_pref_test,ACCEPT,CC(=O)NC(CN)CN,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00016,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(N)CNC(=O)CN,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00017,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,FCCOCF,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00018,test,repair_near_miss,L2,spec_v2_aromatic_pref_test,ACCEPT,NC(=O)c1ccnc(C(N)=O)c1N,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00019,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,NCCNCCO,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_aromatic_pref_test__00020,test,repair_near_miss,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(=O)NCC(O)CN,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00001,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CC(=O)Nc1cc(C(N)=O)ccc1F,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00002,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CC(=O)Oc1c(N)cccc1N,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00003,test,repair_near_miss,L2,spec_v2_cns_like_test,ACCEPT,CC(=O)Oc1cccc(C(N)=O)c1,True,False,3,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00004,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CC(C)OC(=O)N(CCN)CCN,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00005,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CC(CO)NC(=O)OCCCl,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00006,test,repair_near_miss,L2,spec_v2_cns_like_test,ACCEPT,CC(O)CNC(=O)OCCF,True,False,3,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00007,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CCN(CC(C)O)C(=O)OCCN,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00008,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CCN(CCN)C(=O)OC(C)CN,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00009,test,repair_near_miss,L2,spec_v2_cns_like_test,ACCEPT,CCN(CCO)C(=O)OCC(C)N,True,False,3,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00010,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CCOC(=O)N(CC)CC(C)N,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00011,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CCOC(=O)N(CCN)C(C)CF,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00012,test,repair_near_miss,L2,spec_v2_cns_like_test,ACCEPT,CCOC(=O)N(CCO)CC(C)F,True,False,3,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00013,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CCOc1cc(C(N)=O)ccn1,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__repair_near_miss__spec_v2_cns_like_test__00014,test,repair_near_miss,L3,spec_v2_cns_like_test,ACCEPT,CCOc1ccc(N)c(N)n1,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
